,Load,Wind,Solar,Nuclear,NetLoad1,DispGen,NetLoad2
1/1/2016 0:00,33853,4365,0,4712,24776,22821,1955
1/1/2016 1:00,33853,4491,0,4712,24650,22362,2288
1/1/2016 2:00,33434,4458,0,4712,24264,22039,2225
1/1/2016 3:00,33099,4665,0,4712,23722,21903,1819
1/1/2016 4:00,33054,4691,0,4712,23651,22214,1437
1/1/2016 5:00,33442,4678,0,4712,24052,23304,748
1/1/2016 6:00,34400,4551,0,4712,25137,23863,1274
1/1/2016 7:00,35396,4339,0,4712,26345,24592,1753
1/1/2016 8:00,36094,3839,0,4712,27544,25711,1833
1/1/2016 9:00,36858,3739,26,4712,28380,26710,1670
1/1/2016 10:00,38057,3485,31,4712,29830,27630,2200
1/1/2016 11:00,38761,3285,46,4712,30718,27891,2827
1/1/2016 12:00,38880,3229,52,4712,30888,27989,2899
1/1/2016 13:00,38613,2461,63,4712,31377,27896,3481
1/1/2016 14:00,38104,2322,59,4712,31011,27285,3726
1/1/2016 15:00,37616,2302,41,4712,30562,27335,3227
1/1/2016 16:00,37481,2163,24,4712,30581,27742,2839
1/1/2016 17:00,37924,1985,29,4712,31198,29718,1480
1/1/2016 18:00,39874,2054,0,4712,33109,31001,2108
1/1/2016 19:00,41171,2275,0,4712,34184,30754,3430
1/1/2016 20:00,40902,2259,0,4712,33931,30450,3481
1/1/2016 21:00,40525,2093,0,4712,33720,29826,3894
1/1/2016 22:00,39775,2065,0,4712,32998,28440,4558
1/1/2016 23:00,38564,2228,0,4712,31625,26987,4638
1/2/2016 0:00,37005,2103,0,4712,30190,25931,4259
1/2/2016 1:00,35640,2526,0,4712,28402,24970,3432
1/2/2016 2:00,34752,2450,0,4712,27589,24670,2919
1/2/2016 3:00,34191,2481,0,4712,26998,24422,2576
1/2/2016 4:00,33907,2412,0,4712,26783,24516,2267
1/2/2016 5:00,34180,2472,0,4712,26997,25042,1955
1/2/2016 6:00,35017,2588,0,4712,27717,25637,2080
1/2/2016 7:00,36244,2496,0,4712,29036,26886,2150
1/2/2016 8:00,37557,2092,0,4712,30753,28590,2163
1/2/2016 9:00,38739,1646,22,4712,32359,30608,1751
1/2/2016 10:00,40104,1563,30,4712,33798,31521,2277
1/2/2016 11:00,40749,1358,42,4712,34637,31805,2832
1/2/2016 12:00,40596,839,49,4712,34996,31365,3631
1/2/2016 13:00,40021,1067,49,4712,34193,30281,3912
1/2/2016 14:00,39036,1136,44,4712,33144,29432,3712
1/2/2016 15:00,38217,1275,43,4712,32187,28802,3385
1/2/2016 16:00,37921,1034,46,4712,32129,28947,3182
1/2/2016 17:00,38243,921,32,4712,32578,30986,1592
1/2/2016 18:00,40018,967,0,4712,34339,31992,2347
1/2/2016 19:00,41323,1373,0,4712,35238,31509,3729
1/2/2016 20:00,41060,1948,0,4712,34401,30618,3783
1/2/2016 21:00,40569,2158,0,4712,33700,29370,4330
1/2/2016 22:00,39660,2575,0,4712,32373,27918,4455
1/2/2016 23:00,38215,2888,0,4712,30614,26311,4303
1/3/2016 0:00,36512,3150,0,4712,28650,25008,3642
1/3/2016 1:00,35150,3552,0,4712,26886,24120,2766
1/3/2016 2:00,34306,3720,0,4712,25874,23750,2124
1/3/2016 3:00,33941,3836,0,4712,25393,23517,1876
1/3/2016 4:00,33960,4111,0,4712,25138,23897,1241
1/3/2016 5:00,34378,3875,0,4712,25791,24637,1154
1/3/2016 6:00,35319,3823,0,4712,26784,25369,1415
1/3/2016 7:00,36688,3279,0,4712,28698,26774,1924
1/3/2016 8:00,37986,2905,14,4712,30354,27936,2418
1/3/2016 9:00,38542,2396,189,4712,31245,28272,2973
1/3/2016 10:00,38095,1464,238,4712,31681,27637,4044
1/3/2016 11:00,36892,1293,274,4712,30613,26407,4206
1/3/2016 12:00,35485,1520,314,4712,28940,24926,4014
1/3/2016 13:00,34274,1514,327,4712,27722,24349,3373
1/3/2016 14:00,33194,1432,305,4712,26744,23744,3000
1/3/2016 15:00,32352,1378,271,4712,25991,23356,2635
1/3/2016 16:00,31938,1339,231,4712,25656,23649,2007
1/3/2016 17:00,32134,980,213,4712,26230,25088,1142
1/3/2016 18:00,34112,1180,0,4712,28220,27574,646
1/3/2016 19:00,37128,2132,0,4712,30284,27440,2844
1/3/2016 20:00,37908,2751,0,4712,30446,27572,2874
1/3/2016 21:00,37988,2423,0,4712,30853,27547,3306
1/3/2016 22:00,37608,2280,0,4712,30616,26318,4298
1/3/2016 23:00,36279,2028,0,4712,29539,25500,4039
1/4/2016 0:00,34745,1954,0,4712,28080,24938,3142
1/4/2016 1:00,33859,1932,0,4712,27215,24596,2619
1/4/2016 2:00,33687,2409,0,4712,26565,24707,1858
1/4/2016 3:00,34027,2501,0,4712,26814,25293,1521
1/4/2016 4:00,34856,2372,0,4712,27773,26500,1273
1/4/2016 5:00,36609,2431,0,4712,29466,29634,-168
1/4/2016 6:00,39916,1853,0,4712,33351,33523,-172
1/4/2016 7:00,44061,1347,0,4712,38003,35252,2751
1/4/2016 8:00,45767,1101,25,4712,39929,35037,4892
1/4/2016 9:00,44707,736,243,4712,39016,33914,5102
1/4/2016 10:00,42998,363,302,4712,37620,32167,5453
1/4/2016 11:00,41219,420,305,4712,35783,30393,5390
1/4/2016 12:00,39390,480,324,4712,33875,28978,4897
1/4/2016 13:00,37761,458,328,4712,32263,28050,4213
1/4/2016 14:00,36580,475,303,4712,31089,27085,4004
1/4/2016 15:00,35564,746,274,4712,29833,26507,3326
1/4/2016 16:00,34925,1131,234,4712,28848,26032,2816
1/4/2016 17:00,34968,1354,163,4712,28740,27606,1134
1/4/2016 18:00,37134,1762,0,4712,30660,29940,720
1/4/2016 19:00,40482,3058,0,4712,32712,29416,3296
1/4/2016 20:00,41219,4136,0,4712,32371,29129,3242
1/4/2016 21:00,41443,4386,0,4712,32346,27965,4381
1/4/2016 22:00,40609,5019,0,4712,30878,26171,4707
1/4/2016 23:00,38585,5077,0,4712,28796,24331,4465
1/5/2016 0:00,36626,5231,0,4712,26683,23409,3274
1/5/2016 1:00,35516,5064,0,4712,25740,23594,2146
1/5/2016 2:00,35233,5017,0,4712,25504,23648,1856
1/5/2016 3:00,35378,5290,0,4712,25375,24311,1064
1/5/2016 4:00,36009,5239,0,4712,26057,25230,827
1/5/2016 5:00,37671,5915,0,4712,27044,27300,-256
1/5/2016 6:00,41037,6325,0,4712,30000,31331,-1331
1/5/2016 7:00,45622,7153,0,4712,33756,32221,1535
1/5/2016 8:00,46975,7206,31,4712,35026,31427,3599
1/5/2016 9:00,45788,6225,197,4712,34653,31066,3587
1/5/2016 10:00,44580,5381,253,4712,34234,29906,4328
1/5/2016 11:00,43177,5426,272,4712,32767,28599,4168
1/5/2016 12:00,41477,5071,328,4712,31367,27204,4163
1/5/2016 13:00,39889,4959,329,4712,29889,25827,4062
1/5/2016 14:00,38763,5182,300,4712,28570,24855,3715
1/5/2016 15:00,37668,5191,279,4712,27486,24530,2956
1/5/2016 16:00,37163,5177,236,4712,27038,24928,2110
1/5/2016 17:00,37898,5085,170,4712,27931,27158,773
1/5/2016 18:00,40373,5607,0,4712,30055,29253,802
1/5/2016 19:00,42857,6346,0,4712,31798,28755,3043
1/5/2016 20:00,42912,7147,0,4712,31052,27695,3357
1/5/2016 21:00,42428,7624,0,4712,30092,25737,4355
1/5/2016 22:00,40907,7634,0,4712,28561,23835,4726
1/5/2016 23:00,38344,7975,0,4712,25657,21629,4028
1/6/2016 0:00,35798,7549,0,4712,23537,20330,3207
1/6/2016 1:00,34194,7807,0,4712,21675,19355,2320
1/6/2016 2:00,33414,8330,0,4712,20372,18756,1616
1/6/2016 3:00,33050,8303,0,4712,20035,19025,1010
1/6/2016 4:00,33073,7680,0,4712,20681,20126,555
1/6/2016 5:00,34042,8031,0,4712,21299,22096,-797
1/6/2016 6:00,36671,8136,0,4712,23822,25247,-1425
1/6/2016 7:00,40660,7491,0,4712,28457,27227,1230
1/6/2016 8:00,41850,7131,53,4712,29954,26507,3447
1/6/2016 9:00,40990,6675,293,4712,29311,27193,2118
1/6/2016 10:00,40826,5524,292,4712,30297,27831,2466
1/6/2016 11:00,40689,4905,309,4712,30762,27746,3016
1/6/2016 12:00,40303,5355,320,4712,29916,26600,3316
1/6/2016 13:00,39685,6067,306,4712,28600,25872,2728
1/6/2016 14:00,39162,5571,299,4712,28580,25888,2692
1/6/2016 15:00,38572,5202,271,4712,28387,25922,2465
1/6/2016 16:00,38387,4778,238,4712,28660,26972,1688
1/6/2016 17:00,38905,4180,167,4712,29845,29413,432
1/6/2016 18:00,40572,3127,0,4712,32733,30467,2266
1/6/2016 19:00,41745,3153,0,4712,33880,30334,3546
1/6/2016 20:00,41284,3701,0,4712,32872,29070,3802
1/6/2016 21:00,40396,4694,0,4712,30990,26012,4978
1/6/2016 22:00,38603,5247,0,4712,28645,23417,5228
1/6/2016 23:00,35901,5413,0,4712,25775,20529,5246
1/7/2016 0:00,33185,5408,0,4712,23065,18525,4540
1/7/2016 1:00,31352,5676,0,4712,20964,17878,3086
1/7/2016 2:00,30404,5842,0,4712,19849,17345,2504
1/7/2016 3:00,29970,6162,0,4712,19096,16750,2346
1/7/2016 4:00,29964,7247,0,4712,18006,16992,1014
1/7/2016 5:00,30746,7327,0,4712,18706,18808,-102
1/7/2016 6:00,33094,7322,0,4712,21060,22079,-1019
1/7/2016 7:00,36880,7206,0,4712,24962,23100,1862
1/7/2016 8:00,38111,7297,26,4712,26076,22645,3431
1/7/2016 9:00,37338,6744,138,4712,25744,22838,2906
1/7/2016 10:00,37089,6563,170,4712,25643,21852,3791
1/7/2016 11:00,36698,7543,164,4712,24278,20577,3701
1/7/2016 12:00,35944,8724,187,4712,22321,19170,3151
1/7/2016 13:00,35153,9368,210,4712,20862,18038,2824
1/7/2016 14:00,34726,9624,175,4712,20214,17523,2691
1/7/2016 15:00,34313,9611,187,4712,19803,17677,2126
1/7/2016 16:00,34003,8890,163,4712,20238,18791,1447
1/7/2016 17:00,33975,7355,101,4712,21807,20970,837
1/7/2016 18:00,34799,5792,0,4712,24295,23390,905
1/7/2016 19:00,36982,5751,0,4712,26519,23548,2971
1/7/2016 20:00,36977,5635,0,4712,26630,23495,3135
1/7/2016 21:00,36595,4867,0,4712,27016,23334,3682
1/7/2016 22:00,35352,3713,0,4712,26928,22220,4708
1/7/2016 23:00,33196,3189,0,4712,25295,21146,4149
1/8/2016 0:00,31065,2470,0,4712,23882,19984,3898
1/8/2016 1:00,29655,2602,0,4712,22341,19290,3051
1/8/2016 2:00,29078,2631,0,4712,21735,19087,2648
1/8/2016 3:00,28970,2590,0,4712,21668,19355,2313
1/8/2016 4:00,29216,2650,0,4712,21854,19977,1877
1/8/2016 5:00,30303,2819,0,4712,22772,22602,170
1/8/2016 6:00,32993,2459,0,4712,25822,25707,115
1/8/2016 7:00,37096,2709,0,4712,29675,27088,2587
1/8/2016 8:00,38732,2673,14,4712,31333,26781,4552
1/8/2016 9:00,37990,2064,168,4712,31045,26975,4070
1/8/2016 10:00,37598,1426,215,4712,31245,26952,4293
1/8/2016 11:00,37000,1189,237,4712,30863,26307,4556
1/8/2016 12:00,36453,1328,241,4712,30172,25840,4332
1/8/2016 13:00,35885,2270,212,4712,28692,24589,4103
1/8/2016 14:00,35407,2510,194,4712,27991,23819,4172
1/8/2016 15:00,34765,3083,159,4712,26811,23313,3498
1/8/2016 16:00,34346,3530,124,4712,25980,22923,3057
1/8/2016 17:00,34445,4103,55,4712,25575,23515,2060
1/8/2016 18:00,35547,4137,0,4712,26698,24784,1914
1/8/2016 19:00,36945,3647,0,4712,28586,24645,3941
1/8/2016 20:00,36599,3727,0,4712,28161,24105,4056
1/8/2016 21:00,36192,4590,0,4712,26890,23539,3351
1/8/2016 22:00,35507,4471,0,4712,26324,22461,3863
1/8/2016 23:00,34122,3898,0,4712,25512,20770,4742
1/9/2016 0:00,32472,4487,0,4712,23273,19481,3792
1/9/2016 1:00,31051,5416,0,4712,20923,18173,2750
1/9/2016 2:00,30159,6404,0,4712,19043,16375,2668
1/9/2016 3:00,29741,7814,0,4712,17214,15804,1410
1/9/2016 4:00,29866,7838,0,4712,17316,15878,1438
1/9/2016 5:00,30362,8642,0,4712,17009,16901,108
1/9/2016 6:00,31646,8366,0,4712,18568,17963,605
1/9/2016 7:00,33545,8555,0,4712,20278,19588,690
1/9/2016 8:00,35594,8407,13,4712,22462,20888,1574
1/9/2016 9:00,37357,8142,74,4712,24429,21842,2587
1/9/2016 10:00,38710,8562,86,4712,25350,22498,2852
1/9/2016 11:00,39208,8128,115,4712,26253,22616,3637
1/9/2016 12:00,39258,8178,127,4712,26240,22846,3394
1/9/2016 13:00,38965,7887,121,4712,26245,23223,3022
1/9/2016 14:00,38539,7353,122,4712,26352,23642,2710
1/9/2016 15:00,38171,7066,99,4712,26294,24010,2284
1/9/2016 16:00,38194,6711,118,4712,26653,24714,1939
1/9/2016 17:00,38773,6219,43,4712,27799,26531,1268
1/9/2016 18:00,40598,5235,0,4712,30651,29217,1434
1/9/2016 19:00,42727,4857,0,4712,33158,29692,3466
1/9/2016 20:00,42916,4666,0,4712,33538,29954,3584
1/9/2016 21:00,42845,4004,0,4712,34129,29999,4130
1/9/2016 22:00,42378,3868,0,4712,33798,29426,4372
1/9/2016 23:00,41275,3439,0,4712,33124,29075,4049
1/10/2016 0:00,40130,2599,0,4712,32818,28743,4075
1/10/2016 1:00,39105,2241,0,4712,32152,28543,3609
1/10/2016 2:00,38610,2098,0,4712,31801,28451,3350
1/10/2016 3:00,38524,2144,0,4712,31668,28758,2910
1/10/2016 4:00,38835,2066,0,4712,32057,29304,2753
1/10/2016 5:00,39576,2235,0,4712,32629,30352,2277
1/10/2016 6:00,40936,2226,0,4712,33998,31735,2263
1/10/2016 7:00,42708,2386,0,4712,35611,32997,2614
1/10/2016 8:00,44327,2606,0,4712,37010,33984,3026
1/10/2016 9:00,45077,1868,3,4712,38493,33784,4709
1/10/2016 10:00,44536,1698,14,4712,38113,32529,5584
1/10/2016 11:00,42976,1226,50,4712,36988,31117,5871
1/10/2016 12:00,41173,1128,48,4712,35285,29566,5719
1/10/2016 13:00,39482,1030,47,4712,33693,28216,5477
1/10/2016 14:00,37882,1057,53,4712,32060,27297,4763
1/10/2016 15:00,36615,1150,82,4712,30671,26831,3840
1/10/2016 16:00,36027,1304,88,4712,29922,27140,2782
1/10/2016 17:00,36477,1363,111,4712,30291,29377,914
1/10/2016 18:00,39264,1559,0,4712,32993,32093,900
1/10/2016 19:00,42846,2270,0,4712,35864,32437,3427
1/10/2016 20:00,43920,2944,0,4712,36264,32134,4130
1/10/2016 21:00,44126,3515,0,4712,35899,31131,4768
1/10/2016 22:00,43382,3803,0,4712,34867,29190,5677
1/10/2016 23:00,41481,3907,0,4712,32862,27753,5109
1/11/2016 0:00,39509,3938,0,4712,30859,27286,3573
1/11/2016 1:00,38425,3376,0,4712,30337,27179,3158
1/11/2016 2:00,38077,3359,0,4712,30006,27265,2741
1/11/2016 3:00,38217,3451,0,4712,30053,27715,2338
1/11/2016 4:00,38835,3778,0,4712,30345,28832,1513
1/11/2016 5:00,40187,3532,0,4712,31943,31495,448
1/11/2016 6:00,43358,3200,0,4712,35446,36110,-664
1/11/2016 7:00,47970,3322,0,4712,39936,37108,2828
1/11/2016 8:00,49250,3620,0,4712,40917,35746,5171
1/11/2016 9:00,47693,2683,170,4712,40129,35103,5026
1/11/2016 10:00,46157,2081,217,4712,39147,33768,5379
1/11/2016 11:00,44625,1794,217,4712,37902,32944,4958
1/11/2016 12:00,43109,1101,234,4712,37061,31847,5214
1/11/2016 13:00,41463,727,251,4712,35772,30766,5006
1/11/2016 14:00,39914,615,255,4712,34333,29685,4648
1/11/2016 15:00,38499,607,226,4712,32954,28966,3988
1/11/2016 16:00,37655,692,236,4712,32016,29112,2904
1/11/2016 17:00,37924,715,179,4712,32318,30931,1387
1/11/2016 18:00,40025,669,0,4712,34643,34088,555
1/11/2016 19:00,43394,902,0,4712,37780,34604,3176
1/11/2016 20:00,44020,1009,0,4712,38299,34287,4012
1/11/2016 21:00,43848,1228,0,4712,37908,32922,4986
1/11/2016 22:00,42721,1632,0,4712,36376,30666,5710
1/11/2016 23:00,40442,1771,0,4712,33959,28941,5018
1/12/2016 0:00,38535,1969,0,4712,31854,27783,4071
1/12/2016 1:00,37292,2035,0,4712,30545,27305,3240
1/12/2016 2:00,36992,2318,0,4712,29962,27038,2924
1/12/2016 3:00,37172,2950,0,4712,29510,27121,2389
1/12/2016 4:00,37717,3439,0,4712,29566,28172,1394
1/12/2016 5:00,39148,3129,0,4712,31307,31203,104
1/12/2016 6:00,42371,2703,0,4712,34956,35686,-730
1/12/2016 7:00,46957,2385,0,4712,39860,36903,2957
1/12/2016 8:00,48089,2374,3,4712,41000,35316,5684
1/12/2016 9:00,45703,2086,55,4712,38850,33073,5777
1/12/2016 10:00,43061,1214,72,4712,37062,31599,5463
1/12/2016 11:00,40757,626,80,4712,35339,29769,5570
1/12/2016 12:00,38644,727,78,4712,33127,27914,5213
1/12/2016 13:00,36884,704,77,4712,31391,27182,4209
1/12/2016 14:00,35737,735,84,4712,30206,26426,3780
1/12/2016 15:00,34803,871,90,4712,29131,25890,3241
1/12/2016 16:00,34280,894,74,4712,28600,25783,2817
1/12/2016 17:00,34257,1072,47,4712,28426,26506,1920
1/12/2016 18:00,35531,1586,1,4712,29232,28233,999
1/12/2016 19:00,38449,2625,0,4712,31112,27819,3293
1/12/2016 20:00,39037,3939,0,4712,30385,26999,3386
1/12/2016 21:00,39176,4515,0,4712,29949,25499,4450
1/12/2016 22:00,38344,5505,0,4712,28127,23037,5090
1/12/2016 23:00,36480,6654,0,4712,25114,20689,4425
1/13/2016 0:00,34584,7358,0,4712,22514,18737,3777
1/13/2016 1:00,33639,8615,0,4712,20312,17883,2429
1/13/2016 2:00,33454,9395,0,4712,19347,17961,1386
1/13/2016 3:00,33585,9002,0,4712,19871,19271,600
1/13/2016 4:00,34304,8363,0,4712,21229,21069,160
1/13/2016 5:00,35888,7999,0,4712,23177,24210,-1033
1/13/2016 6:00,39242,8001,0,4712,26529,27698,-1169
1/13/2016 7:00,43909,9097,0,4712,30101,28863,1238
1/13/2016 8:00,45255,8329,0,4712,32213,27839,4374
1/13/2016 9:00,43191,6831,9,4712,31639,28054,3585
1/13/2016 10:00,40922,3799,30,4712,32381,28396,3985
1/13/2016 11:00,38971,3120,51,4712,31087,27218,3869
1/13/2016 12:00,37264,2836,62,4712,29653,25899,3754
1/13/2016 13:00,35839,2733,83,4712,28311,25033,3278
1/13/2016 14:00,34946,2481,78,4712,27675,24532,3143
1/13/2016 15:00,34265,2437,86,4712,27030,23873,3157
1/13/2016 16:00,33788,2557,71,4712,26448,23882,2566
1/13/2016 17:00,33977,2811,47,4712,26408,24780,1628
1/13/2016 18:00,35167,3241,0,4712,27214,26188,1026
1/13/2016 19:00,37677,5053,0,4712,27912,24952,2960
1/13/2016 20:00,38035,6607,0,4712,26716,23426,3290
1/13/2016 21:00,37905,7726,0,4712,25467,21909,3558
1/13/2016 22:00,36897,8251,0,4712,23934,19708,4226
1/13/2016 23:00,34852,8722,0,4712,21418,17113,4305
1/14/2016 0:00,32768,9566,0,4712,18490,15543,2947
1/14/2016 1:00,31499,10038,0,4712,16749,14738,2011
1/14/2016 2:00,30897,10147,0,4712,16038,14895,1143
1/14/2016 3:00,30846,10085,0,4712,16049,14952,1097
1/14/2016 4:00,31114,9964,0,4712,16438,16210,228
1/14/2016 5:00,32171,9664,0,4712,17795,18762,-967
1/14/2016 6:00,34978,9083,0,4712,21182,22484,-1302
1/14/2016 7:00,39136,8520,0,4712,25904,24258,1646
1/14/2016 8:00,40348,7982,0,4712,27654,23459,4195
1/14/2016 9:00,39073,7541,2,4712,26818,23032,3786
1/14/2016 10:00,38051,6749,16,4712,26574,22708,3866
1/14/2016 11:00,37156,7272,46,4712,25125,21052,4073
1/14/2016 12:00,36288,8496,56,4712,23025,19810,3215
1/14/2016 13:00,35512,8635,61,4712,22105,18962,3143
1/14/2016 14:00,35058,8591,58,4712,21697,18758,2939
1/14/2016 15:00,34451,8065,58,4712,21616,18759,2857
1/14/2016 16:00,34142,7466,52,4712,21913,19004,2909
1/14/2016 17:00,34130,7470,35,4712,21913,19832,2081
1/14/2016 18:00,34879,8372,1,4712,21793,20060,1733
1/14/2016 19:00,37097,10332,0,4712,22052,19703,2349
1/14/2016 20:00,37221,10000,0,4712,22509,19297,3212
1/14/2016 21:00,36630,10360,0,4712,21557,17922,3635
1/14/2016 22:00,35219,10574,0,4712,19932,15393,4539
1/14/2016 23:00,33052,10806,0,4712,17533,13823,3710
1/15/2016 0:00,30714,9793,0,4712,16209,13336,2873
1/15/2016 1:00,29194,9529,0,4712,14952,13048,1904
1/15/2016 2:00,28564,9275,0,4712,14577,13388,1189
1/15/2016 3:00,28344,8216,0,4712,15416,14824,592
1/15/2016 4:00,28671,6890,0,4712,17070,16748,322
1/15/2016 5:00,29727,6025,0,4712,18989,19794,-805
1/15/2016 6:00,32477,5346,0,4712,22419,23966,-1547
1/15/2016 7:00,36897,4992,0,4712,27193,26009,1184
1/15/2016 8:00,38639,4097,39,4712,29791,26292,3499
1/15/2016 9:00,37950,2684,234,4712,30320,27236,3084
1/15/2016 10:00,37274,735,293,4712,31534,27527,4007
1/15/2016 11:00,36584,563,306,4712,31003,26864,4139
1/15/2016 12:00,35739,633,304,4712,30090,26013,4077
1/15/2016 13:00,34892,894,293,4712,28993,25481,3512
1/15/2016 14:00,34448,1318,246,4712,28172,25199,2973
1/15/2016 15:00,34049,948,207,4712,28182,25241,2941
1/15/2016 16:00,33760,824,229,4712,27995,25134,2861
1/15/2016 17:00,33634,730,176,4712,28016,25376,2640
1/15/2016 18:00,34004,1126,1,4712,28165,26105,2060
1/15/2016 19:00,35709,1848,0,4712,29148,25188,3960
1/15/2016 20:00,35605,3319,0,4712,27575,24286,3289
1/15/2016 21:00,35219,4112,0,4712,26395,22581,3814
1/15/2016 22:00,34530,5794,0,4712,24025,19926,4099
1/15/2016 23:00,33477,6614,0,4712,22152,18295,3857
1/16/2016 0:00,32105,6585,0,4712,20808,17597,3211
1/16/2016 1:00,31026,7152,0,4712,19162,16666,2496
1/16/2016 2:00,30456,7287,0,4712,18457,17100,1357
1/16/2016 3:00,30296,6185,0,4712,19399,17606,1793
1/16/2016 4:00,30418,6392,0,4712,19314,17766,1548
1/16/2016 5:00,30935,6959,0,4712,19264,18692,572
1/16/2016 6:00,32143,5900,0,4712,21532,20379,1153
1/16/2016 7:00,33815,5872,0,4712,23231,21165,2066
1/16/2016 8:00,35515,7170,20,4712,23613,21815,1798
1/16/2016 9:00,37126,7253,221,4712,24940,22061,2879
1/16/2016 10:00,38347,8599,301,4712,24735,21641,3094
1/16/2016 11:00,38662,9051,343,4712,24555,21472,3083
1/16/2016 12:00,38395,8382,347,4712,24954,21740,3214
1/16/2016 13:00,37710,6938,351,4712,25709,22109,3600
1/16/2016 14:00,37110,5980,302,4712,26116,22832,3284
1/16/2016 15:00,36872,4735,269,4712,27155,24476,2679
1/16/2016 16:00,36967,3899,176,4712,28180,25524,2656
1/16/2016 17:00,37082,3261,137,4712,28972,26877,2095
1/16/2016 18:00,38094,2899,9,4712,30474,29068,1406
1/16/2016 19:00,40335,2683,0,4712,32940,29827,3113
1/16/2016 20:00,40639,2391,0,4712,33536,29351,4185
1/16/2016 21:00,40500,2715,0,4712,33074,28451,4623
1/16/2016 22:00,39999,3876,0,4712,31411,26690,4721
1/16/2016 23:00,38982,4439,0,4712,29831,25040,4791
1/17/2016 0:00,37838,5349,0,4712,27777,23797,3980
1/17/2016 1:00,36873,5932,0,4712,26228,23394,2834
1/17/2016 2:00,36501,5950,0,4712,25839,23047,2792
1/17/2016 3:00,36484,6828,0,4712,24944,22595,2349
1/17/2016 4:00,36830,7479,0,4712,24639,22512,2127
1/17/2016 5:00,37525,7594,0,4712,25219,23537,1682
1/17/2016 6:00,38785,7513,0,4712,26560,24585,1975
1/17/2016 7:00,40558,8248,0,4712,27598,26136,1462
1/17/2016 8:00,42177,7955,41,4712,29468,27254,2214
1/17/2016 9:00,42734,6915,211,4712,30896,27303,3593
1/17/2016 10:00,41607,5252,207,4712,31436,26376,5060
1/17/2016 11:00,39515,5013,277,4712,29512,24478,5034
1/17/2016 12:00,37376,5522,352,4712,26791,22414,4377
1/17/2016 13:00,35589,5077,363,4712,25437,21880,3557
1/17/2016 14:00,34050,4119,273,4712,24947,21651,3296
1/17/2016 15:00,32960,3512,244,4712,24493,21469,3024
1/17/2016 16:00,32450,3329,197,4712,24212,22010,2202
1/17/2016 17:00,32686,3183,158,4712,24633,23491,1142
1/17/2016 18:00,34394,3913,0,4712,25769,25409,360
1/17/2016 19:00,37438,4624,0,4712,28103,25496,2607
1/17/2016 20:00,38416,5965,0,4712,27739,24027,3712
1/17/2016 21:00,38568,7901,0,4712,25956,23008,2948
1/17/2016 22:00,38376,8083,0,4712,25581,22334,3247
1/17/2016 23:00,37277,7160,0,4712,25405,22652,2753
1/18/2016 0:00,36041,5284,0,4712,26045,23811,2234
1/18/2016 1:00,35452,3799,0,4712,26941,24786,2155
1/18/2016 2:00,35404,2479,0,4712,28212,25824,2388
1/18/2016 3:00,35844,2742,0,4712,28390,26135,2255
1/18/2016 4:00,36770,3167,0,4712,28891,27859,1032
1/18/2016 5:00,38388,2626,0,4712,31049,31164,-115
1/18/2016 6:00,41164,1282,0,4712,35170,34374,796
1/18/2016 7:00,44645,772,0,4712,39160,36366,2794
1/18/2016 8:00,46499,1071,28,4712,40689,36473,4216
1/18/2016 9:00,46123,429,258,4712,40724,35889,4835
1/18/2016 10:00,44975,171,322,4712,39771,34552,5219
1/18/2016 11:00,43312,131,348,4712,38121,32833,5288
1/18/2016 12:00,41485,233,404,4712,36136,31097,5039
1/18/2016 13:00,39570,492,430,4712,33937,29548,4389
1/18/2016 14:00,38031,941,393,4712,31986,28075,3911
1/18/2016 15:00,36717,1227,358,4712,30419,26903,3516
1/18/2016 16:00,35895,1726,294,4712,29163,26379,2784
1/18/2016 17:00,35818,2119,204,4712,28784,26946,1838
1/18/2016 18:00,37263,3503,19,4712,29029,27890,1139
1/18/2016 19:00,40468,6082,0,4712,29674,26479,3195
1/18/2016 20:00,41258,8135,0,4712,28411,24357,4054
1/18/2016 21:00,41290,10441,0,4712,26137,21778,4359
1/18/2016 22:00,40379,12094,0,4712,23572,18888,4684
1/18/2016 23:00,38379,12486,0,4712,21181,17539,3642
1/19/2016 0:00,36194,12159,0,4712,19323,16132,3191
1/19/2016 1:00,34778,12388,0,4712,17678,15823,1855
1/19/2016 2:00,34310,12445,0,4712,17153,15817,1336
1/19/2016 3:00,34279,12319,0,4712,17248,16086,1162
1/19/2016 4:00,34766,12488,0,4712,17565,17181,384
1/19/2016 5:00,35944,12318,0,4712,18914,19898,-984
1/19/2016 6:00,38928,11920,0,4712,22296,22692,-396
1/19/2016 7:00,43076,12271,0,4712,26092,23472,2620
1/19/2016 8:00,43817,12109,64,4712,26932,22713,4219
1/19/2016 9:00,42003,10612,313,4712,26367,22947,3420
1/19/2016 10:00,40603,9675,323,4712,25894,22159,3735
1/19/2016 11:00,39135,8821,355,4712,25247,21750,3497
1/19/2016 12:00,37768,7841,386,4712,24830,21607,3223
1/19/2016 13:00,36676,7089,404,4712,24471,21098,3373
1/19/2016 14:00,35760,7023,367,4712,23658,20429,3229
1/19/2016 15:00,35002,6721,346,4712,23223,20218,3005
1/19/2016 16:00,34552,6634,297,4712,22908,19948,2960
1/19/2016 17:00,34382,6671,228,4712,22771,20708,2063
1/19/2016 18:00,35198,7577,10,4712,22898,21741,1157
1/19/2016 19:00,37557,8141,0,4712,24704,22382,2322
