,Load,Wind,Solar,Nuclear,NetLoad1,DispGen,NetLoad2
1/4/2017 7:00 AM,44350.52949,3282.467041,0,4712,36356.06245,26962,9394.062446
1/4/2017 8:00 AM,44065.88515,2324.990479,24.71046478,4712,37004.1842,26845,10159.1842
1/4/2017 9:00 AM,44117.36965,2078.533447,243.1414169,4712,37083.69479,26573,10510.69479
1/4/2017 10:00 AM,43758.74648,2143.842773,302.4436354,4712,36600.46007,26296,10304.46007
1/4/2017 11:00 AM,43161.08266,1795.447754,305.179098,4712,36348.45581,26007,10341.45581
1/4/2017 12:00 PM,42162.54121,2014.834229,323.6427881,4712,35112.06419,24501,10611.06419
1/4/2017 1:00 PM,41511.85628,2522.498291,327.5220787,4712,33949.83591,23799,10150.83591
1/4/2017 2:00 PM,40340.93351,3043.927979,303.2848783,4712,32281.72065,22356,9925.720649
1/4/2017 3:00 PM,39313.54917,3707.312744,273.5914517,4712,30620.64498,21004,9616.644977
1/4/2017 4:00 PM,39531.30906,3865.115479,234.2336416,4712,30719.95994,21165,9554.959937
1/4/2017 5:00 PM,41796.64568,4335.031738,162.5808296,4712,32587.03311,22315,10272.03311
1/4/2017 6:00 PM,44702.8845,5858.979492,0,4712,34131.905,22983,11148.905
1/4/2017 7:00 PM,45072.45958,8527.305664,0,4712,31833.15392,22099,9734.15392
1/4/2017 8:00 PM,44761.40696,9479.024414,0,4712,30570.38254,21858,8712.382545
1/4/2017 9:00 PM,43392.53904,9706.542969,0,4712,28973.99607,20686,8287.996069
1/4/2017 10:00 PM,40866.37991,9842.750977,0,4712,26311.62893,18669,7642.628935
1/4/2017 11:00 PM,38519.0725,10133.75098,0,4712,23673.32152,16228,7445.321524
1/5/2017 12:00 AM,37044.78481,10404.28223,0,4712,21928.50258,15291,6637.502584
1/5/2017 1:00 AM,36207.10145,10437.91504,0,4712,21057.18641,15236,5821.186413
1/5/2017 2:00 AM,35702.89123,9208.705078,0,4712,21782.18615,15806,5976.186154
1/5/2017 3:00 AM,35733.56011,8785.291016,0,4712,22236.2691,15943,6293.269098
1/5/2017 4:00 AM,36557.47638,8246.40625,0,4712,23599.07013,17645,5954.070133
1/5/2017 5:00 AM,38938.46581,6603.771484,0,4712,27622.69433,19007,8615.694329
1/5/2017 6:00 AM,42680.93983,7049.881836,0,4712,30919.058,21218,9701.057996
1/5/2017 7:00 AM,43845.65965,7630.990234,0,4712,31502.66942,22088,9414.669418
1/5/2017 8:00 AM,42887.21657,7435.811035,30.91528488,4712,30708.49025,21430,9278.49025
1/5/2017 9:00 AM,42542.7025,7532.146484,197.4808705,4712,30101.07515,20639,9462.075146
1/5/2017 10:00 AM,42291.92538,8284.746094,253.0941271,4712,29042.08516,19843,9199.085156
1/5/2017 11:00 AM,41778.8007,9074.344727,271.9041248,4712,27720.55185,19781,7939.551853
1/5/2017 12:00 PM,41227.28903,9304.329102,327.5986174,4712,26883.36131,19550,7333.361311
1/5/2017 1:00 PM,40879.49692,8486.015625,328.8552969,4712,27352.626,19174,8178.625997
1/5/2017 2:00 PM,40604.64969,8954.366211,299.7880029,4712,26638.49548,18698,7940.495477
1/5/2017 3:00 PM,40801.62714,9348.331055,279.1358099,4712,26462.16028,18807,7655.160277
1/5/2017 4:00 PM,41954.37418,9383.348633,236.1651972,4712,27622.86035,20728,6894.86035
1/5/2017 5:00 PM,44206.89521,9539.685547,170.0223716,4712,29785.18729,23048,6737.187293
1/5/2017 6:00 PM,46611.62519,8630.487305,0,4712,33269.13788,25372,7897.137883
1/5/2017 7:00 PM,47134.31832,8768.484375,0,4712,33653.83395,25627,8026.83395
1/5/2017 8:00 PM,47263.46971,9348.65625,0,4712,33202.81346,25801,7401.813464
1/5/2017 9:00 PM,46366.52938,9408.555664,0,4712,32245.97372,25027,7218.973719
1/5/2017 10:00 PM,44434.51907,9786.958984,0,4712,29935.56008,23559,6376.560083
1/5/2017 11:00 PM,42669.42083,9099.099609,0,4712,28858.32123,22770,6088.321226
1/6/2017 12:00 AM,41826.70071,8804.183594,0,4712,28310.51712,21523,6787.517121
1/6/2017 1:00 AM,41670.58169,9978.557617,0,4712,26980.02408,20622,6358.024077
1/6/2017 2:00 AM,41801.99183,10282.15527,0,4712,26807.83655,20943,5864.836555
1/6/2017 3:00 AM,42386.22498,9535.584961,0,4712,28138.64002,21919,6219.640016
1/6/2017 4:00 AM,43963.14414,8995.65918,0,4712,30255.48496,24319,5936.484958
1/6/2017 5:00 AM,47052.81908,7930.616699,0,4712,34410.20238,27998,6412.202381
1/6/2017 6:00 AM,51436.48386,6906.048828,0,4712,39818.43504,31943,7875.435036
1/6/2017 7:00 AM,53627.93088,6235.27832,0,4712,42680.65256,33745,8935.652557
1/6/2017 8:00 AM,53776.77065,6003.160645,52.78783279,4712,43008.82218,33857,9151.822176
1/6/2017 9:00 AM,54515.11065,6362.27832,292.616236,4712,43148.21609,33792,9356.216095
1/6/2017 10:00 AM,55019.6752,6713.514648,292.4578223,4712,43301.70273,34146,9155.702732
1/6/2017 11:00 AM,54917.25552,7020.638184,309.4583965,4712,42875.15894,33112,9763.15894
1/6/2017 12:00 PM,54696.8232,7142.025879,320.0085125,4712,42522.7888,32741,9781.788804
1/6/2017 1:00 PM,54746.01298,7469.090332,305.9903708,4712,42258.93227,32064,10194.93227
1/6/2017 2:00 PM,54832.26566,8308.205078,298.8988802,4712,41513.1617,31844,9669.161702
1/6/2017 3:00 PM,55113.79714,8731.703125,270.5843917,4712,41399.50962,32548,8851.509621
1/6/2017 4:00 PM,56041.61017,7649.435059,237.5177739,4712,43442.65734,33759,9683.657342
1/6/2017 5:00 PM,57838.9743,7144.755859,167.4666124,4712,45814.75183,35345,10469.75183
1/6/2017 6:00 PM,59636.06769,6182.614746,0,4712,48741.45294,37463,11278.45294
1/6/2017 7:00 PM,59381.91468,5758.04248,0,4712,48911.8722,37459,11452.8722
1/6/2017 8:00 PM,58929.492,5675.619141,0,4712,48541.87286,37640,10901.87286
1/6/2017 9:00 PM,57944.15359,5152.380859,0,4712,48079.77273,37062,11017.77273
1/6/2017 10:00 PM,56155.32619,4983.37207,0,4712,46459.95412,35716,10743.95412
1/6/2017 11:00 PM,54688.72306,4869.55127,0,4712,45107.17179,34689,10418.17179
1/7/2017 12:00 AM,53749.1998,4444.221191,0,4712,44592.97861,35014,9578.978606
1/7/2017 1:00 AM,53282.31877,4256.564453,0,4712,44313.75432,34736,9577.754315
1/7/2017 2:00 AM,53243.25635,4570.993652,0,4712,43960.2627,34332,9628.262701
1/7/2017 3:00 AM,53542.50147,4821.265625,0,4712,44009.23585,34829,9180.235847
1/7/2017 4:00 AM,54275.99066,4293.998535,0,4712,45269.99213,35514,9755.992127
1/7/2017 5:00 AM,55579.84443,4639.352051,0,4712,46228.49238,36563,9665.492382
1/7/2017 6:00 AM,57198.60221,4397.909668,0,4712,48088.69254,37990,10098.69254
1/7/2017 7:00 AM,58634.58108,4100.986816,0,4712,49821.59426,38741,11080.59426
1/7/2017 8:00 AM,58792.68192,3971.368652,26.42184712,4712,50082.89142,38722,11360.89142
1/7/2017 9:00 AM,57516.1763,3842.507813,137.945993,4712,48823.72249,38514,10309.72249
1/7/2017 10:00 AM,55275.54311,2883.686523,169.9404947,4712,47509.91609,37502,10007.91609
1/7/2017 11:00 AM,52469.57468,2151.881348,164.34179,4712,45441.35154,35639,9802.351545
1/7/2017 12:00 PM,49373.68464,1604.297852,186.603706,4712,42870.78309,33429,9441.783085
1/7/2017 1:00 PM,46429.53877,1434.11853,210.4091735,4712,40073.01107,30861,9212.011066
1/7/2017 2:00 PM,44102.58753,1379.806641,175.404769,4712,37835.37612,28441,9394.37612
1/7/2017 3:00 PM,42671.54563,1528.644165,187.3449214,4712,36243.55654,27323,8920.556543
1/7/2017 4:00 PM,42560.07785,1571.348755,163.1534613,4712,36113.57563,27258,8855.575629
1/7/2017 5:00 PM,45022.57628,1831.38147,100.9379901,4712,38378.25682,29043,9335.256823
1/7/2017 6:00 PM,48892.78055,2580.432129,0.0095,4712,41600.33892,31536,10064.33892
1/7/2017 7:00 PM,50367.59341,3662.705811,0,4712,41992.88759,31528,10464.88759
1/7/2017 8:00 PM,51171.69909,5208.644531,0,4712,41251.05456,30884,10367.05456
1/7/2017 9:00 PM,51176.25397,6954.282715,0,4712,39509.97125,29930,9579.971254
1/7/2017 10:00 PM,50491.26794,8481.899414,0,4712,37297.36853,28847,8450.368529
1/7/2017 11:00 PM,49681.95426,9065.611328,0,4712,35904.34293,27421,8483.34293
1/8/2017 12:00 AM,48965.85951,10326.20117,0,4712,33927.65834,25912,8015.658336
1/8/2017 1:00 AM,48721.2509,10910.90723,0,4712,33098.34367,25982,7116.343673
1/8/2017 2:00 AM,48726.54646,11194.23535,0,4712,32820.31111,25725,7095.311112
1/8/2017 3:00 AM,49004.51008,11402.00488,0,4712,32890.5052,26003,6887.505202
1/8/2017 4:00 AM,49731.99948,11269.21973,0,4712,33750.77975,26424,7326.779752
1/8/2017 5:00 AM,50835.30209,11506.08887,0,4712,34617.21322,27301,7316.213222
1/8/2017 6:00 AM,52316.18501,11238.46094,0,4712,36365.72407,28805,7560.724074
1/8/2017 7:00 AM,53445.44469,11123.06445,0,4712,37610.38023,29442,8168.380232
1/8/2017 8:00 AM,53039.41611,10662.63672,13.7385976,4712,37651.04079,29434,8217.040794
1/8/2017 9:00 AM,51089.4357,9948.511719,168.3509222,4712,36260.57305,27513,8747.573055
1/8/2017 10:00 AM,48726.20006,10141.19922,214.7120454,4712,33658.28879,25188,8470.288794
1/8/2017 11:00 AM,46218.67967,10506.15039,236.5085592,4712,30764.02072,22780,7984.020716
1/8/2017 12:00 PM,43764.40334,9914.460938,240.7866646,4712,28897.15574,21875,7022.155741
1/8/2017 1:00 PM,41553.58318,9751.398438,211.5469644,4712,26878.63778,19806,7072.637782
1/8/2017 2:00 PM,39946.22446,9574.3125,194.0718135,4712,25465.84015,18244,7221.840147
1/8/2017 3:00 PM,38987.14205,9650.99707,158.6144388,4712,24465.53054,17405,7060.530542
1/8/2017 4:00 PM,39207.25537,9056.368164,123.6986326,4712,25315.18857,18050,7265.18857
1/8/2017 5:00 PM,41472.74733,8915.801758,55.01207224,4712,27789.9335,20913,6876.933496
1/8/2017 6:00 PM,44545.67261,8258.510742,0,4712,31575.16187,23206,8369.161865
1/8/2017 7:00 PM,45398.05603,10116.51758,0,4712,30569.53846,22524,8045.538455
1/8/2017 8:00 PM,45276.32373,11088.9209,0,4712,29475.40283,21827,7648.402831
1/8/2017 9:00 PM,44163.79821,11336.69141,0,4712,28115.1068,20712,7403.106799
1/8/2017 10:00 PM,42004.02748,11793.57324,0,4712,25498.45424,18712,6786.454239
1/8/2017 11:00 PM,39737.04526,11810.93555,0,4712,23214.10972,16882,6332.109718
1/9/2017 12:00 AM,38281.24291,11575.20898,0,4712,21994.03392,15957,6037.033921
1/9/2017 1:00 AM,37553.44356,10731.10352,0,4712,22110.34004,16014,6096.340043
1/9/2017 2:00 AM,37387.28055,10492.69043,0,4712,22182.59012,15827,6355.590116
1/9/2017 3:00 AM,37727.3588,10839.5918,0,4712,22175.767,15623,6552.767004
1/9/2017 4:00 AM,38965.69702,11124.07422,0,4712,23129.6228,16375,6754.622803
1/9/2017 5:00 AM,41751.45869,11309.09082,0,4712,25730.36787,18437,7293.367867
1/9/2017 6:00 AM,45626.88624,10478.35352,0,4712,30436.53272,22128,8308.532725
1/9/2017 7:00 AM,46506.67988,9688.131836,0,4712,32106.54804,23032,9074.548043
1/9/2017 8:00 AM,44910.75021,9800.616211,13.16776768,4712,30384.96623,21453,8931.966228
1/9/2017 9:00 AM,43016.05753,10209.16699,73.82907903,4712,28021.06146,19776,8245.061455
1/9/2017 10:00 AM,40901.14246,9550.698242,85.61913647,4712,26552.82509,18152,8400.825086
1/9/2017 11:00 AM,39167.29913,9997.294922,114.712407,4712,24343.2918,16194,8149.291804
1/9/2017 12:00 PM,37782.72249,11398.00781,127.4002216,4712,21545.31445,14331,7214.314454
1/9/2017 1:00 PM,36738.1223,12329.68652,121.3406436,4712,19575.09513,12988,6587.095129
1/9/2017 2:00 PM,35856.44616,12877.87988,121.9832194,4712,18144.58305,12380,5764.583054
1/9/2017 3:00 PM,35294.64824,13012.76953,98.6019971,4712,17471.27671,12098,5373.276707
1/9/2017 4:00 PM,35291.04898,12995.99805,117.6508535,4712,17465.40008,12211,5254.400083
1/9/2017 5:00 PM,36373.06989,12795.30176,43.1250152,4712,18822.64312,13056,5766.643119
1/9/2017 6:00 PM,38552.12976,13008.17773,0,4712,20831.95202,14290,6541.952023
1/9/2017 7:00 PM,38387.60167,13410.91113,0,4712,20264.69054,13620,6644.690539
1/9/2017 8:00 PM,37753.59537,13928.48145,0,4712,19113.11393,13226,5887.113929
1/9/2017 9:00 PM,36229.46811,14139.19824,0,4712,17378.26987,12056,5322.269867
1/9/2017 10:00 PM,33780.93951,14588.15039,0,4712,14480.78912,10471,4009.78912
1/9/2017 11:00 PM,31376.15,13838.57813,0,4712,12825.57187,9214,3611.571872
1/10/2017 12:00 AM,29829.5223,13299.26563,0,4712,11818.25667,8633,3185.25667
1/10/2017 1:00 AM,28864.0009,12337.21973,0,4712,11814.78117,8494,3320.781173
1/10/2017 2:00 AM,28435.08532,11465.17285,0,4712,12257.91246,8531,3726.912465
1/10/2017 3:00 AM,28426.32872,11606.86328,0,4712,12107.46544,8536,3571.465441
1/10/2017 4:00 AM,29110.30304,11665.21484,0,4712,12733.0882,8682,4051.0882
1/10/2017 5:00 AM,31287.87892,12414.95703,0,4712,14160.92189,9022,5138.921889
1/10/2017 6:00 AM,35096.77092,14356.61523,0,4712,16028.15569,10791,5237.15569
1/10/2017 7:00 AM,36248.88257,13838.02344,0,4712,17698.85913,11933,5765.859133
1/10/2017 8:00 AM,35656.3409,13111.38281,0,4712,17832.95809,12578,5254.958087
1/10/2017 9:00 AM,35461.06581,10702.86523,3.356091267,4712,20042.84448,14013,6029.844483
1/10/2017 10:00 AM,35506.92626,7885.131348,14.01868437,4712,22895.77623,15750,7145.776229
1/10/2017 11:00 AM,35463.73031,6366.578125,50.04228574,4712,24335.10989,16162,8173.109895
1/10/2017 12:00 PM,35511.55332,6622.29834,48.34148695,4712,24128.9135,16088,8040.913497
1/10/2017 1:00 PM,35603.79907,6044.799805,46.64742404,4712,24800.35184,17038,7762.351843
1/10/2017 2:00 PM,35658.33228,4951.329102,53.00615841,4712,25941.99702,18284,7657.997021
1/10/2017 3:00 PM,35621.96497,3723.352051,82.06259959,4712,27104.55032,18538,8566.55032
1/10/2017 4:00 PM,35711.86462,3464.698242,87.90664477,4712,27447.25973,18717,8730.259732
1/10/2017 5:00 PM,36319.49712,3529.592773,110.6529847,4712,27967.25136,18660,9307.251358
1/10/2017 6:00 PM,38037.80983,4438.330078,0.377978891,4712,28887.10177,18640,10247.10177
1/10/2017 7:00 PM,37779.14894,6384.26709,0,4712,26682.88185,17466,9216.881848
1/10/2017 8:00 PM,36925.90857,7867.503418,0,4712,24346.40516,15319,9027.405157
1/10/2017 9:00 PM,35450.15933,9336.146484,0,4712,21402.01285,13271,8131.012845
1/10/2017 10:00 PM,33186.16528,11308.53223,0,4712,17165.63306,10795,6370.633056
1/10/2017 11:00 PM,30630.04969,12599.18066,0,4712,13318.86903,8379,4939.869026
1/11/2017 12:00 AM,28979.07431,12953.27637,0,4712,11313.79795,7234,4079.797947
1/11/2017 1:00 AM,28106.37052,13234.77637,0,4712,10159.59415,6892,3267.594148
1/11/2017 2:00 AM,27633.70306,12536.3623,0,4712,10385.34075,6872,3513.340751
1/11/2017 3:00 AM,27485.3448,12357.77539,0,4712,10415.56941,6911,3504.569407
1/11/2017 4:00 AM,28056.27353,12141.10156,0,4712,11203.17197,7137,4066.171972
1/11/2017 5:00 AM,30180.37753,13069.86621,0,4712,12398.51132,8047,4351.511317
1/11/2017 6:00 AM,33929.13569,13786.7168,0,4712,15430.4189,9185,6245.418898
1/11/2017 7:00 AM,35190.65462,14800.66016,0,4712,15677.99446,9814,5863.994463
1/11/2017 8:00 AM,34871.29617,14164.38086,0.013929155,4712,15994.90138,9903,6091.901383
1/11/2017 9:00 AM,35316.98029,13841.25488,169.5320652,4712,16594.19334,10646,5948.193341
1/11/2017 10:00 AM,35792.53854,12864.71875,216.5897445,4712,17999.23005,10834,7165.230049
1/11/2017 11:00 AM,36111.11788,12936.0957,216.5214649,4712,18246.50072,10833,7413.500716
1/11/2017 12:00 PM,36277.75435,13130.83398,234.1863236,4712,18200.73404,11213,6987.734044
1/11/2017 1:00 PM,36746.0244,13324.57129,251.4529842,4712,18458.00013,11648,6810.000126
1/11/2017 2:00 PM,36978.70308,13035.99023,254.8222521,4712,18975.8906,11539,7436.890597
1/11/2017 3:00 PM,36954.74833,13106.43652,226.2893246,4712,18910.02248,11513,7397.022482
1/11/2017 4:00 PM,37026.77931,13027.24805,236.1030804,4712,19051.42819,11547,7504.428187
1/11/2017 5:00 PM,37427.70677,12258.75098,178.7258812,4712,20278.22991,12672,7606.229909
1/11/2017 6:00 PM,38961.16512,12195.7793,0.3705,4712,22053.01532,12420,9633.015322
1/11/2017 7:00 PM,38953.41999,14638.36133,0,4712,19603.05866,12346,7257.058662
1/11/2017 8:00 PM,38174.13561,14978.12012,0,4712,18484.0155,12402,6082.015497
1/11/2017 9:00 PM,36546.98339,14804.50684,0,4712,17030.47655,11109,5921.47655
1/11/2017 10:00 PM,34058.16296,15188.95215,0,4712,14157.21081,9348,4809.210813
1/11/2017 11:00 PM,31401.42533,15163.45313,0,4712,11525.9722,8128,3397.972201
1/12/2017 12:00 AM,29479.43462,13998.03613,0,4712,10769.39848,7218,3551.398482
1/12/2017 1:00 AM,28408.88969,13533.46484,0,4712,10163.42484,7018,3145.424844
1/12/2017 2:00 AM,27706.60636,12672.4248,0,4712,10322.18156,7105,3217.181559
1/12/2017 3:00 AM,27547.76961,11829.30273,0,4712,11006.46688,7346,3660.46688
1/12/2017 4:00 AM,27948.56178,11853.38672,0,4712,11383.17506,8758,2625.175059
1/12/2017 5:00 AM,29756.06235,9103.014648,0,4712,15941.0477,11467,4474.0477
1/12/2017 6:00 AM,33300.97862,7288.616211,0,4712,21300.36241,15074,6226.362409
1/12/2017 7:00 AM,34760.69645,5539.169922,0,4712,24509.52653,17167,7342.526532
1/12/2017 8:00 AM,34794.18049,4568.586426,2.721089954,4712,25510.87298,17545,7965.872979
1/12/2017 9:00 AM,35768.12274,3888.641113,55.09856814,4712,27112.38306,18303,8809.383058
1/12/2017 10:00 AM,36861.69057,3962.203613,72.41393908,4712,28115.07302,19026,9089.073017
1/12/2017 11:00 AM,37598.99167,3808.838379,80.33854627,4712,28997.81474,19549,9448.814742
1/12/2017 12:00 PM,38001.477,3683.044678,77.66720015,4712,29528.76513,19862,9666.765127
1/12/2017 1:00 PM,38387.45922,3689.167969,76.79999331,4712,29909.49125,20465,9444.491254
1/12/2017 2:00 PM,38414.641,3892.606201,84.47415544,4712,29725.56065,19940,9785.560646
1/12/2017 3:00 PM,38202.97562,4544.651367,89.72261563,4712,28856.60163,18744,10112.60163
1/12/2017 4:00 PM,37949.06692,5412.214844,74.00710374,4712,27750.84497,18133,9617.84497
1/12/2017 5:00 PM,38088.50264,6440.728027,47.03225285,4712,26888.74236,17735,9153.742362
1/12/2017 6:00 PM,39525.22762,7053.486328,0.817,4712,27758.9243,18198,9560.924296
1/12/2017 7:00 PM,39207.53216,7752.142578,0,4712,26743.38958,17727,9016.389583
1/12/2017 8:00 PM,38474.49763,8182.592285,0,4712,25579.90535,17168,8411.905347
1/12/2017 9:00 PM,36929.05216,7686.884766,0,4712,24530.1674,16678,7852.167399
1/12/2017 10:00 PM,34562.98761,7354.26123,0,4712,22496.72638,15294,7202.726378
1/12/2017 11:00 PM,32111.96786,6739.978516,0,4712,20659.98934,13999,6660.989344
1/13/2017 12:00 AM,30309.59572,6519.811523,0,4712,19077.7842,12736,6341.784197
1/13/2017 1:00 AM,29266.13952,6567.543457,0,4712,17986.59607,11935,6051.596066
1/13/2017 2:00 AM,28714.67561,6265.794434,0,4712,17736.88117,11517,6219.881173
1/13/2017 3:00 AM,28616.93464,6326.152832,0,4712,17578.78181,11245,6333.781807
